timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1695579938999,1173,https://www.propertyfinder.bh/en/search?c=1&fu=0&l=43&ob=mr&page=1,200,OK,Scenario 3 3-1,text,true,,395952,564,10,20,https://www.propertyfinder.bh/en/search?c=1&ob=mr&page=1&l=43&fu=0,401,0,0
1695579939830,410,https://fledge.eu.criteo.com/tagging/advertiser?partnerId=18695&uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=6faef5f2-d32a-4296-8114-7425ff4fd8b1,200,OK,Scenario 2 2-4,text,true,,3510,622,10,20,https://fledge.eu.criteo.com/tagging/advertiser?uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=6faef5f2-d32a-4296-8114-7425ff4fd8b1&partnerId=18695,410,0,0
1695579928147,3459,Test,200,"Number of samples in transaction : 7, number of failing samples : 0",Scenario 2 2-4,,true,,1142776,4156,10,20,null,1266,8633,0
1695579939644,616,https://www.propertyfinder.bh/en/plp/commercial-buy/office-space-for-sale-capital-governorate-seef-730239.html,200,OK,Scenario 2 2-6,text,true,,419115,608,10,20,https://www.propertyfinder.bh/en/plp/commercial-buy/office-space-for-sale-capital-governorate-seef-730239.html,129,0,0
1695579939752,528,https://www.propertyfinder.bh/en/plp/commercial-buy/office-space-for-sale-capital-governorate-seef-730239.html,200,OK,Scenario 2 2-10,text,true,,419101,608,10,20,https://www.propertyfinder.bh/en/plp/commercial-buy/office-space-for-sale-capital-governorate-seef-730239.html,110,0,0
1695579939923,387,https://fledge.eu.criteo.com/tagging/advertiser?partnerId=18695&uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=6faef5f2-d32a-4296-8114-7425ff4fd8b1,200,OK,Scenario 2 2-3,text,true,,3510,622,10,20,https://fledge.eu.criteo.com/tagging/advertiser?uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=6faef5f2-d32a-4296-8114-7425ff4fd8b1&partnerId=18695,387,0,0
1695579929625,2050,Test,200,"Number of samples in transaction : 7, number of failing samples : 0",Scenario 2 2-3,,true,,1142792,4156,10,20,null,1464,8634,0
1695579939645,801,https://www.propertyfinder.bh/en/plp/commercial-buy/office-space-for-sale-capital-governorate-seef-730239.html,200,OK,Scenario 2 2-2,text,true,,419102,608,10,20,https://www.propertyfinder.bh/en/plp/commercial-buy/office-space-for-sale-capital-governorate-seef-730239.html,145,0,0
1695579939781,829,https://www.propertyfinder.bh/en/plp/commercial-buy/office-space-for-sale-capital-governorate-seef-730239.html,200,OK,Scenario 2 2-8,text,true,,419101,608,10,20,https://www.propertyfinder.bh/en/plp/commercial-buy/office-space-for-sale-capital-governorate-seef-730239.html,129,0,0
1695579940261,446,https://fledge.eu.criteo.com/tagging/advertiser?partnerId=18695&uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=6faef5f2-d32a-4296-8114-7425ff4fd8b1,200,OK,Scenario 2 2-6,text,true,,3510,622,10,20,https://fledge.eu.criteo.com/tagging/advertiser?uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=6faef5f2-d32a-4296-8114-7425ff4fd8b1&partnerId=18695,446,0,0
1695579929915,2157,Test,200,"Number of samples in transaction : 7, number of failing samples : 0",Scenario 2 2-6,,true,,1142799,4156,10,20,null,1410,8634,0
1695579940280,431,https://fledge.eu.criteo.com/tagging/advertiser?partnerId=18695&uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=6faef5f2-d32a-4296-8114-7425ff4fd8b1,200,OK,Scenario 2 2-10,text,true,,3510,622,10,20,https://fledge.eu.criteo.com/tagging/advertiser?uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=6faef5f2-d32a-4296-8114-7425ff4fd8b1&partnerId=18695,431,0,0
1695579929915,2160,Test,200,"Number of samples in transaction : 7, number of failing samples : 0",Scenario 2 2-10,,true,,1142783,4156,10,20,null,1401,8635,0
1695579939049,1665,https://www.propertyfinder.bh/en/search?c=1&fu=0&l=43&ob=mr&page=1,200,OK,Scenario 3 3-8,text,true,,395952,564,10,20,https://www.propertyfinder.bh/en/search?c=1&ob=mr&page=1&l=43&fu=0,639,0,0
1695579940446,274,https://fledge.eu.criteo.com/tagging/advertiser?partnerId=18695&uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=6faef5f2-d32a-4296-8114-7425ff4fd8b1,200,OK,Scenario 2 2-2,text,true,,3510,622,10,20,https://fledge.eu.criteo.com/tagging/advertiser?uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=6faef5f2-d32a-4296-8114-7425ff4fd8b1&partnerId=18695,274,0,0
1695579929347,2738,Test,200,"Number of samples in transaction : 7, number of failing samples : 0",Scenario 2 2-2,,true,,1142786,4156,10,20,null,1627,8634,0
1695579940027,702,https://www.propertyfinder.bh/en/plp/commercial-buy/office-space-for-sale-capital-governorate-seef-730239.html,200,OK,Scenario 2 2-9,text,true,,419093,608,10,20,https://www.propertyfinder.bh/en/plp/commercial-buy/office-space-for-sale-capital-governorate-seef-730239.html,268,0,0
